"title", price, sold, size, url
"John Galt California, Women's Black High Waisted Cut Off Shorts, Size Small", $15.00, Available, Small, https://www.ebay.com/itm/John-Galt-California-Womens-Black-High-Waisted-Cut-Off-Shorts-Size-Small/224055674101?hash=item342ac244f5:g:-90AAOSwOzFe6S6g
"Never Worn Brandy Melville John Galt Jean Size Small", $14.00, Available, Small, https://www.ebay.com/itm/Never-Worn-Brandy-Melville-John-Galt-Jean-Size-Small/274406631496?hash=item3fe3e8e848:g:sS0AAOSw7b9e8mdb
"John Galt off the shoulder crop top ivory One Size shirt Stretch Cotton", $1.60, Available, Unknown, https://www.ebay.com/itm/John-Galt-off-the-shoulder-crop-top-ivory-One-Size-shirt-Stretch-Cotton/373092103731?hash=item56de05b633:g:uX4AAOSw3npe8lKU
"John Galt Brandy Melville Crew Neck Tee Shirt Navy White Rainbow Stripe One Size", $9.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Brandy-Melville-Crew-Neck-Tee-Shirt-Navy-White-Rainbow-Stripe-One-Size/143639065852?hash=item21718e34fc:g:KFIAAOSwZ2leiix5
"NEW NWT PacSun John Galt Black High Waisted Straight Leg Piper Cargo Pants 24 25", $25.00, Available, Unknown, https://www.ebay.com/itm/NEW-NWT-PacSun-John-Galt-Black-High-Waisted-Straight-Leg-Piper-Cargo-Pants-24-25/143639021849?hash=item21718d8919:g:f7kAAOSwFLpe8jp-
"Brandy Melville John galt embroidered daisy white tee", $10.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-galt-embroidered-daisy-white-tee/373092024615?hash=item56de048127:g:iGwAAOSw6ohe38VQ
"Brandy Melville john galt i’ll meet you in new york black tee", $12.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-john-galt-i-ll-meet-you-in-new-york-black-tee/373092022782?hash=item56de0479fe:g:3DYAAOSwaTJe38Qp
"John Galt Girls Short Sleeve Top Shirt Rainbow - One Size", $8.00, Available, Unknown, https://www.ebay.com/itm/John-Galt-Girls-Short-Sleeve-Top-Shirt-Rainbow-One-Size/114272311623?hash=item1a9b291947:g:xU0AAOSwFy9eutVB
"LOT of 6 BRANDY MELVILLE JOHN GALT TANKS Tee SHIRT LEGGINGS OS XS/S Separates", $49.99, Available, Unknown, https://www.ebay.com/itm/LOT-of-6-BRANDY-MELVILLE-JOHN-GALT-TANKS-Tee-SHIRT-LEGGINGS-OS-XS-S-Separates/283924540080?hash=item421b38aab0:g:zIAAAOSwx79e3CLo
"JOHN GALT SEMI SHEER RUFFLE SHORT - SIZE OS", $15.00, Available, Unknown, https://www.ebay.com/itm/JOHN-GALT-SEMI-SHEER-RUFFLE-SHORT-SIZE-OS/143638913968?hash=item21718be3b0:g:KacAAOSwDtde8hmG
"John Galt Women Brown Sleeveless Top One Size", $13.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Women-Brown-Sleeveless-Top-One-Size/293624058138?hash=item445d5b911a:g:luIAAOSwKiRe8euT
"John Galt Women Blue Casual Skirt S", $14.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Women-Blue-Casual-Skirt-S/124232711703?hash=item1cecd8be17:g:iD0AAOSwCTZe8emi
"BRANDY MELVILLE JOHN GALT ROUGH RIDER COWBOY TOP(flaws)", $16.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-ROUGH-RIDER-COWBOY-TOP-flaws/224054983297?hash=item342ab7ba81:g:sQkAAOSwDjNe8b2v
"John Galt Brandi Melville One Size Factory Distressed Tee Shirt", $4.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Brandi-Melville-One-Size-Factory-Distressed-Tee-Shirt/174326213476?hash=item2896a6eb64:g:kmYAAOSwzLVe6wb7
"Brandy Melville/John Galt Saint Barth Quarterzip White/Navy Fits Small/Medium", $21.00 $32.00, Available, Small, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Saint-Barth-Quarterzip-White-Navy-Fits-Small-Medium/392848069606?hash=item5b7791d3e6:g:IcgAAOSw1N1e8ODl
"Brandy Melville/John Galt Los Angeles Navy/White Zip Sweatshirt Small/Medium", $22.00 $34.00, Available, Small, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Los-Angeles-Navy-White-Zip-Sweatshirt-Small-Medium/392848060125?hash=item5b7791aedd:g:eu8AAOSwo8te8N8R
"BRANDY MELVILLE JOHN GALT BLUSH PINK ROSA THERMAL SWEATPANTS", $17.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-BLUSH-PINK-ROSA-THERMAL-SWEATPANTS/303603585729?hash=item46b02f12c1:g:0EAAAOSwqDheo5lo
"BRANDY MELVILLE JOHN GALT NAVY BLUE DENIM SKIRT BUTTON FLY SZ. MED. NWOT", $15.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-NAVY-BLUE-DENIM-SKIRT-BUTTON-FLY-SZ-MED-NWOT/224054744726?hash=item342ab41696:g:T~4AAOSwpc1ecwCI
"BRANDY MELVILLE JOHN GALT GREEN BLUE PLAID CHECK JULIETTE MINI SKIRT NWOT", $40.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-GREEN-BLUE-PLAID-CHECK-JULIETTE-MINI-SKIRT-NWOT/224054744705?hash=item342ab41681:g:NyQAAOSwKY9edVIW
"BRANDY MELVILLE JOHN GALT I'LL MEET YOU IN NEW YORK BLACK TOP NWT + 10 STICKERS", $35.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-ILL-MEET-YOU-IN-NEW-YORK-BLACK-TOP-NWT-10-STICKERS/233627491623?hash=item3665489d27:g:YFwAAOSw~wRecvHZ
"BRANDY MELVILLE JOHN GALT NAVY BLUE LOS ANGELES T-SHIRT TOP NWOT FLAW READ", $25.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-NAVY-BLUE-LOS-ANGELES-T-SHIRT-TOP-NWOT-FLAW-READ/233627491633?hash=item3665489d31:g:jF0AAOSwxnVek9ST
"BRANDY MELVILLE JOHN GALT RED FLOWERS MAURA TOP OFF SHOULDER NWOT +10 STICKERS", $20.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-RED-FLOWERS-MAURA-TOP-OFF-SHOULDER-NWOT-10-STICKERS/233627491641?hash=item3665489d39:g:Wh8AAOSwjG5eH7Yp
"Brandy Melville John Galt Sweater Striped Sleeves Grey and Black One Size", $7.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Sweater-Striped-Sleeves-Grey-and-Black-One-Size/353115913728?hash=item5237593e00:g:q4kAAOSwxXxe3wIc
"John Galt Oversized Trendy Denim Jacket", $20.00, Available, Unknown, https://www.ebay.com/itm/John-Galt-Oversized-Trendy-Denim-Jacket/402304506332?hash=item5dab3799dc:g:a9wAAOSwz~he6BGE
"John Galt Brandy Melville Navy Blue USA Sweatshirt - size S", $7.00, Available, Unknown, https://www.ebay.com/itm/John-Galt-Brandy-Melville-Navy-Blue-USA-Sweatshirt-size-S/254632650350?hash=item3b4949e66e:g:ZuMAAOSwVpRe8UmN
"BRANDY MELVILLE JOHN GALT USA CROPPED TEE OS One Size", $12.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-USA-CROPPED-TEE-OS-One-Size/333633059828?hash=item4dae147bf4:g:FREAAOSwZgBe1Zmz
"BRANDY MELVILLE JOHN GALT WHITE PULLOVER LAILA THERMAL TOP", $14.99, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-WHITE-PULLOVER-LAILA-THERMAL-TOP/303603489066?hash=item46b02d992a:g:wuwAAOSwzFFe6Ak2
"John Galt Women Red Pullover Hoodie 0", $13.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Women-Red-Pullover-Hoodie-0/303603466846?hash=item46b02d425e:g:hEcAAOSwRO1e8Tsw
"Brandy Melville John Galt "Feelin Alright" Black Pocket Tee Size Small/One Size", $4.00 $6.00, Available, Small, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Feelin-Alright-Black-Pocket-Tee-Size-Small-One-Size/373091281251?hash=item56ddf92963:g:-~YAAOSwCxBe8Rpw
"BRANDY MELVILLE JOHN GALT Red California CROPPED TEE OS One Size", $19.99, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-Red-California-CROPPED-TEE-OS-One-Size/333632948364?hash=item4dae12c88c:g:3dwAAOSwf3pe8Ror
