"title", price, sold, size, url
"Stio Pants Cotton Tipton sz 8 Casual", $35, Available, 8, https://poshmark.com/listing/Stio-Pants-Cotton-Tipton-sz-8-Casual-5e8f72c5f01bb26746d74bc1
"Men’s Stio running shorts", $20, Available, S, https://poshmark.com/listing/Mens-Stio-running-shorts-5e8a485c2ca9ab9234c1f666
"Stio Women’s plaid popover - Large", $29, Available, L, https://poshmark.com/listing/Stio-Womens-plaid-popover-Large-5e88e0bc2a1efffa14fa0c1d
"Stio Hiking Pants NWT", $79, Available, 14, https://poshmark.com/listing/Stio-Hiking-Pants-NWT-5e87aa34163df4371757fdf2
"Stio Harkin Floral Shirt", $40, Available, M, https://poshmark.com/listing/Stio-Harkin-Floral-Shirt-5e850f0d69141290e430960d
"Stio - Petty Coat - Medium", $40, Available, S, https://poshmark.com/listing/Stio-Petty-Coat-Medium-5e85082f43895fbb72da5434
"STIO MEN'S AZURA INSULATED JACKET SZ LARGE GREEN", $125, Available, L, https://poshmark.com/listing/STIO-MENS-AZURA-INSULATED-JACKET-SZ-LARGE-GREEN-5e8143419495d2e30dddf945
"Stio Reversable Jacket", $150, Available, L, https://poshmark.com/listing/Stio-Reversable-Jacket-5e7a6d0963de859f83ead9e6
"Stio 3/4 Zip Fleece", $80, Available, L, https://poshmark.com/listing/Stio-34-Zip-Fleece-5e6e705aafade84b1a689791
"Stio Fleece", $65, Available, L, https://poshmark.com/listing/Stio-Fleece-5e6d34cc22bd7c55902f710a
"Stio Insulated Softshell Jacket", $90, Available, S, https://poshmark.com/listing/Stio-Insulated-Softshell-Jacket-5e6a8adc06d59c8b9ce83ef1
"STIO Turpin Fleece Funnel Neck Sweater", $45, Available, S, https://poshmark.com/listing/STIO-Turpin-Fleece-Funnel-Neck-Sweater-5e65427f29f0304096464032
"Grey half zip jacket (WORN ONCE)", $115, Available, S, https://poshmark.com/listing/Grey-half-zip-jacket-WORN-ONCE-5e63edca93b46ab5a6ab33b7
"Men’s Blue Pullover", $60, Available, L, https://poshmark.com/listing/Mens-Blue-Pullover-5e62eb73c4cd7ebded863e38
"Stio Raymer Pant", $125, Available, M, https://poshmark.com/listing/Stio-Raymer-Pant-5e62c3e01153ba5b4d7b7ceb
"STIO New Unstructured sport jacket.", $140, Available, 42R, https://poshmark.com/listing/STIO-New-Unstructured-sport-jacket-5e61495effc2d45d7fb677a5
"Stio Men’s Cotton Chino Pant, 33 x 32", $40, Available, 33, https://poshmark.com/listing/Stio-Mens-Cotton-Chino-Pant-33-x-32-5e6050f38557af59a7159b4d
"Stio Plaid Button Up Sz Medium", $70, Available, M, https://poshmark.com/listing/Stio-Plaid-Button-Up-Sz-Medium-5e5c30d3241483a1c68cbc50
"Stio Full Zip Sweater Navy Blue Wool Cotton Blend", $40, Available, L, https://poshmark.com/listing/Stio-Full-Zip-Sweater-Navy-Blue-Wool-Cotton-Blend-5e57488badb58d236af365d1
"Long length stio fleece jacket", $40, Available, M, https://poshmark.com/listing/Long-length-stio-fleece-jacket-5e54535ede696a46dafeff90
"Women's Sweetwater Fleece Jacket XS", $99, Available, XS, https://poshmark.com/listing/Womens-Sweetwater-Fleece-Jacket-XS-5e529be0de696ab4b1f6f2ab
"Stio Blue Collared Golf Shirt", $40, Available, L, https://poshmark.com/listing/Stio-Blue-Collared-Golf-Shirt-5e528f462f48319099f35752
"Men’s Flannel", $40, Available, L, https://poshmark.com/listing/Mens-Flannel-5e528cbc318740da56c8ff7c
"Stio Button Down Dress Shirt", $30, Available, M, https://poshmark.com/listing/Stio-Button-Down-Dress-Shirt-5e5289e72eb33f2e7848055a
"STIO WOODSON GOOSE DOWN", $148, Available, M, https://poshmark.com/listing/STIO-WOODSON-GOOSE-DOWN-5e49871a1153ba8effbd9638
"stio t shirt", $25, Available, M, https://poshmark.com/listing/stio-t-shirt-5e487993ffc2d4108649d670
"Stio women’s large fleece button down shirt", $62, Available, L, https://poshmark.com/listing/Stio-womens-large-fleece-button-down-shirt-5e481c7dbbf076f33764112f
"Stio Men's Sz S Wool Cashmere Full Zip Jacket", $99, Available, S, https://poshmark.com/listing/Stio-Mens-Sz-S-Wool-Cashmere-Full-Zip-Jacket-5e44bbf8dce0324cb8939e24
"Women’s stio down vest", $80, Available, S, https://poshmark.com/listing/Womens-stio-down-vest-5e421c077f617f00999e07bb
"Stio Men's Hayden Shirt", $40, Available, S, https://poshmark.com/listing/Stio-Mens-Hayden-Shirt-5e34efe3de696a58d99af4bf
"Stio Gray Pullover Jacket Top Soft Felted Fleece", $29, Available, XS, https://poshmark.com/listing/Stio-Gray-Pullover-Jacket-Top-Soft-Felted-Fleece-5e32f0e3ba97fe1fa0ff26d4
"Jewelry", $9, Available, , https://poshmark.com/listing/Jewelry-5e290213adb58d4ec42047f1
"Stio windshell size:L", $40, Available, L, https://poshmark.com/listing/Stio-windshell-sizeL-5e2649207a8173a3396890d1
"Stio Mountain Green & Pink Insulated Jacket", $58, Available, S, https://poshmark.com/listing/Stio-Mountain-Green-Pink-Insulated-Jacket-5e26111bde696ad1a30f1dca
