"title", price, sold, size, url
"Brandy Melville John Galt Black Floral Halter Top", $18, Available, One Size, https://poshmark.com/listing/Brandy-Melville-John-Galt-Black-Floral-Halter-Top-5ef2d2adbcbb52faaa5c6d3b
"john galt double striped white long sleeve tee", $12, Available, one size, https://poshmark.com/listing/john-galt-double-striped-white-long-sleeve-tee-5ef2d073ae766f6abf73ea02
"John Galt “Honey” tee", $9, Available, MJ, https://poshmark.com/listing/John-Galt-Honey-tee-5ef2c6f867bd91940998408d
"Long Sleeve Brandy Melville Tee", $15, Available, S, https://poshmark.com/listing/Long-Sleeve-Brandy-Melville-Tee-5ef2c00d920786f93bbbe074
"JOHN GALT BRANDY MELVILLE TANK", $25, Available, OS, https://poshmark.com/listing/JOHN-GALT-BRANDY-MELVILLE-TANK-5ef2bd43463d4fe3e3518f8f
"John galt t shirt!", $15, Available, Os, https://poshmark.com/listing/John-galt-t-shirt-5ef2b98c163df4296f508c9e
"Brandy Melville John galt black floral skirt", $15, Available, One size, https://poshmark.com/listing/Brandy-Melville-John-galt-black-floral-skirt-5ef2b722cb692ceb16c4491d
"Brandy Melville Red Smock Cleo strapless Tube top", $18, Available, S, https://poshmark.com/listing/Brandy-Melville-Red-Smock-Cleo-strapless-Tube-top-5ef2af952ca9ab336be35920
"Brandy Melville John Galt White Denim shorts", $12, Available, S, https://poshmark.com/listing/Brandy-Melville-John-Galt-White-Denim-shorts-5ef2af44ce1e87f94be60e35
"brandy melville john galt pants!!!", $25, Available, S, https://poshmark.com/listing/brandy-melville-john-galt-pants-5ef2ae4a09d760da4f947334
"Brandy Melville/John Galt Jean Shorts", $25, Available, M, https://poshmark.com/listing/Brandy-MelvilleJohn-Galt-Jean-Shorts-5ef2ac77045e390f354428ba
"John Galt / Brandy melville Reina bodysuit", $32, Available, OS, https://poshmark.com/listing/John-Galt-Brandy-melville-Reina-bodysuit-5ef2ac54284e99c7da61f007
"Brandy Melville Shannon sweater", $33, Available, XS, https://poshmark.com/listing/Brandy-Melville-Shannon-sweater-5ef2aaca3cda881374743561
"Brandy Melville Cream Crop Top", $13, Available, OS, https://poshmark.com/listing/Brandy-Melville-Cream-Crop-Top-5ef2aa326f6c919e780aec4a
"Brandy Melville acacia thermal top", $22, Available, XS, https://poshmark.com/listing/Brandy-Melville-acacia-thermal-top-5ef2a540074d24dd6fd8b88d
"John Galt Dress Pant", $25, Available, One Size, https://poshmark.com/listing/John-Galt-Dress-Pant-5ef2a24f2ca9ab8995e2ee01
"Brandy Melville Light Yellow Tie Tank Top", $15, Available, One size, https://poshmark.com/listing/Brandy-Melville-Light-Yellow-Tie-Tank-Top-5ef2a1e906d59c97714346aa
"SALE ACCEPTING REASONABLE OFFERS", $12, Available, S, https://poshmark.com/listing/SALE-ACCEPTING-REASONABLE-OFFERS-5ef29ea01801368f39c7a595
"John Galt California Jean Shorts", $18, Available, M, https://poshmark.com/listing/John-Galt-California-Jean-Shorts-5ef29e0e6e2846b1d00a5f9e
"John Galt Tie Front Tank Top", $7, Available, S, https://poshmark.com/listing/John-Galt-Tie-Front-Tank-Top-5ef29c86463d4f89fb504ffd
"✨ JOHN GALT ✨", $20, Available, S, https://poshmark.com/listing/JOHN-GALT-5ef29bc3ae766f1cde71d926
"Brandy Melville John Galt High Rise Jean Shorts", $35, Available, M, https://poshmark.com/listing/Brandy-Melville-John-Galt-High-Rise-Jean-Shorts-5ef29c1743895f3e382ee91a
"Brandy Melville Top", $20, Available, S, https://poshmark.com/listing/Brandy-Melville-Top-5ef29b0d12d8805d65422ac3
"Cute top from John galt/Brandy Melville!", $18, Available, S, https://poshmark.com/listing/Cute-top-from-John-galtBrandy-Melville-5ef296ea3cda883f2073863f
"John Galt plaid skirt", $30, Available, One size fits all, https://poshmark.com/listing/John-Galt-plaid-skirt-5ef297a1446e593a2e98cfa0
"John Galt Honey Crew Neck Sweatshirt Size Medium", $20, Available, M, https://poshmark.com/listing/John-Galt-Honey-Crew-Neck-Sweatshirt-Size-Medium-5ef2968abcbb5285205a2c86
"Brandy Melville | Black Denim Skirt", $22, Available, XS, https://poshmark.com/listing/Brandy-Melville-Black-Denim-Skirt-5ef2964f9207867132ba4465
